Identifiant station;Nom de la Station;Nom de la ligne;Niveau de pollution aux particules;Niveau de pollution;Incertitude;Recommandation de surveillance;Action(s) QAI en cours;Durée des mesures;stop_lon;stop_lat;point_geo;pollution_air;niveau;niveau_pollution
IDFM:22056;Falguière;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.317551235617027;48.844317683534335;48.844317683534335, 2.317551235617027;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463174;Gallieni;Métro 3;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;2.415921484287642;48.86539746068654;48.86539746068654, 2.415921484287642;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:462991;Gambetta;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3973588775666475;48.86497267606974;48.86497267606974, 2.3973588775666475;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463024;Gare d'Austerlitz;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.364395394600644;48.84228236697996;48.84228236697996, 2.364395394600644;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22148;Gare de l'Est;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3577495818204395;48.87627821831841;48.87627821831841, 2.3577495818204395;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:463001;Gare de l'Est;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;2.358120525273069;48.87627121454162;48.876271214541624, 2.358120525273069;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22084;George V;Métro 1;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.300759784978918;48.87203776458909;48.87203776458909, 2.300759784978918;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:21996;Goncourt;Métro 11;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3707644347484003;48.8700070178386;48.8700070178386, 2.3707644347484003;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463049;Grands Boulevards;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.3432202183423976;48.871558801223806;48.871558801223806, 2.3432202183423976;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22193;Invalides;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3146326604445164;48.86109201138112;48.86109201138112, 2.3146326604445164;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:21928;Jasmin;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.268219083521012;48.85246214784456;48.852462147844555, 2.268219083521012;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21952;Jaurès;Métro 5;pollution élevée;ELEVE;Évaluation : campagne de mesure ponctuelle;non;Action(s) d'amélioration de la qualité de l'air en cours;campagne de mesure ponctuelle;2.371438959985608;48.88302391342934;48.88302391342934, 2.371438959985608;pollution élevée - incertitude faible;Pollution élevée;pollution élevée
IDFM:24680;Jaurès;Métro 7B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.370451734004561;48.88234423020823;48.882344230208226, 2.370451734004561;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21972;Javel - André Citroën;Métro 10;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.278009496527359;48.84618110622323;48.84618110622323, 2.278009496527359;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21929;La Muette;Métro 9;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.2740962446697224;48.85809196689865;48.85809196689865, 2.2740962446697224;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463205;Lamarck - Caulaincourt;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3385838243831936;48.88968180996681;48.88968180996681, 2.3385838243831936;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:22232;Les Agnettes;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.286263202479002;48.92308777796361;48.92308777796361, 2.286263202479002;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:463217;Les Sablons;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.271904762259129;48.88129083793358;48.88129083793358, 2.271904762259129;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:490837;L'Haÿ-les-Roses;Métro 14;pas de données;pas de données;Évaluation : impossible faute d’informations;non;;;2.354991210566311;48.77532646395088;48.77532646395088, 2.354991210566311;pas de données;Pas de données;pas de données
IDFM:22225;Liège;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3268526712397555;48.87953493737576;48.87953493737576, 2.3268526712397555;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:21961;Madeleine;Métro 14;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3258100487932776;48.87054467671624;48.87054467671624, 2.3258100487932776;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21999;Mairie des Lilas;Métro 11;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.4162978208011863;48.87974365006289;48.87974365006289, 2.4162978208011863;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463220;Mairie d'Ivry;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.383498053635828;48.811210093393306;48.811210093393306, 2.383498053635828;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22216;Maisons-Alfort - Les Juilliottes;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.4457883063759605;48.80310585036659;48.80310585036659, 2.4457883063759605;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22215;Maisons-Alfort - Stade;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.434819533389365;48.80891847848263;48.80891847848263, 2.434819533389365;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:462974;Marcadet - Poissonniers;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3495451670385634;48.89127969913649;48.89127969913649, 2.3495451670385634;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:463236;Marx Dormoy;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.359808478084024;48.89057957856722;48.89057957856722, 2.359808478084024;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463239;Michel-Ange - Molitor;Métro 9;pollution élevée;ELEVE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.261631583355701;48.844880488259605;48.844880488259605, 2.261631583355701;pollution élevée - incertitude forte;Pollution élevée;pollution élevée
IDFM:22157;Montparnasse Bienvenue;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.320983883036087;48.84231364506487;48.84231364506487, 2.320983883036087;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22080;Nation;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3958439887237373;48.848084289973976;48.848084289973976, 2.3958439887237373;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22051;Notre-Dame des Champs;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.328564944227944;48.84508150807547;48.84508150807547, 2.328564944227944;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:22376;Palais Royal - Musée du Louvre;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.337007354765684;48.86268399776967;48.862683997769665, 2.337007354765684;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:462947;Pasteur;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3126518981045816;48.84282366881032;48.84282366881032, 2.3126518981045816;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22020;Père Lachaise;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.386157046298338;48.86296417435419;48.86296417435419, 2.386157046298338;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22115;Place de Clichy;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.32795832801022;48.88366908827266;48.88366908827266, 2.3279583280102196;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463003;Place d'Italie;Métro 6;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3560502682264337;48.830991153013954;48.830991153013954, 2.3560502682264337;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463057;Pointe du Lac;Métro 8;station aérienne;station aérienne;;non;;;2.464317312722042;48.76876136434425;48.76876136434425, 2.464317312722042;station aérienne;Station aérienne;station aérienne
IDFM:463232;Pont Neuf;Métro 7;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;2.341776749148542;48.85854633926832;48.85854633926832, 2.341776749148542;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:463278;Porte de Clichy;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.31320835075881;48.89443128801746;48.89443128801746, 2.31320835075881;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22374;Porte de la Villette;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.385869033143345;48.89780269235572;48.89780269235572, 2.385869033143345;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22220;Porte de Saint-Ouen;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3290483407446505;48.89749783732745;48.89749783732745, 2.3290483407446505;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:22207;Porte Dorée;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.405749381400099;48.8350662204656;48.8350662204656, 2.405749381400099;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463092;Porte d'Orléans;Métro 4;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.325623760353114;48.82339460262072;48.823394602620716, 2.325623760353114;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21991;Pyrénées;Métro 11;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.384883957748741;48.87381265491752;48.87381265491752, 2.384883957748741;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463091;Réaumur - Sébastopol;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3520239377964742;48.86628268363084;48.86628268363084, 2.3520239377964742;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21903;République;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;Action(s) d'amélioration de la qualité de l'air en cours;;2.3640990472225725;48.867687468165165;48.867687468165165, 2.3640990472225725;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:462960;République;Métro 11;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3648796725347783;48.86788497134881;48.86788497134881, 2.3648796725347783;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:490788;Romainville-Carnot;Métro 11;pas de données;pas de données;Évaluation : impossible faute d’informations;non;;;2.4406774445901718;48.88357423792701;48.883574237927014, 2.4406774445901713;pas de données;Pas de données;pas de données
IDFM:21946;Saint-Fargeau;Métro 3B;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.4044981831688688;48.87184337222297;48.87184337222297, 2.4044981831688688;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463040;Saint-Mandé;Métro 1;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.4189897063438077;48.84622934735893;48.84622934735893, 2.4189897063438073;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:462986;Sentier;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.347513710821989;48.86728343166051;48.86728343166051, 2.3475137108219895;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21980;Sèvres - Babylone;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;2.326859663121737;48.85156530639137;48.85156530639137, 2.326859663121737;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22159;Strasbourg - Saint-Denis;Métro 8;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.353744768129407;48.86938572399119;48.86938572399119, 2.353744768129407;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:21993;Télégraphe;Métro 11;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;oui;;;2.3986480899605933;48.87551038418075;48.87551038418075, 2.3986480899605933;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463316;Temple;Métro 3;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.361589378332189;48.86668483219092;48.86668483219092, 2.3615893783321895;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22108;Ternes;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.2981136521983068;48.8782007528283;48.8782007528283, 2.2981136521983068;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463016;Vavin;Métro 4;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3288628540691043;48.84205232329236;48.84205232329236, 2.3288628540691043;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:463323;Villejuif Léo Lagrange;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.364068547658874;48.80436739901952;48.80436739901952, 2.364068547658874;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22401;Villejuif Paul Vaillant-Couturier;Métro 7;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3683316015776423;48.79631793416014;48.79631793416014, 2.3683316015776423;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22048;Volontaires;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3079833805768515;48.84141172841498;48.84141172841498, 2.3079833805768515;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463116;Abbesses;Métro 12;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.338394635220906;48.88439271799143;48.884392717991425, 2.338394635220906;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:22123;Anvers;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.344154840330292;48.882868568843925;48.882868568843925, 2.3441548403302916;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22233;Asnières - Gennevilliers Les Courtilles;Métro 13;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.284372100658843;48.93060364140038;48.93060364140038, 2.284372100658843;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:463123;Assemblée Nationale;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3206896796944263;48.861122050080816;48.861122050080816, 2.3206896796944263;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463094;Barbès - Rochechouart;Métro 2;station aérienne;station aérienne;;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.350573400888514;48.88385234986188;48.883852349861876, 2.350573400888514;station aérienne;Station aérienne;station aérienne
IDFM:22240;Basilique de Saint-Denis;Métro 13;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.3592958408126816;48.93678306532419;48.93678306532419, 2.3592958408126816;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463127;Bel-Air;Métro 6;station aérienne;station aérienne;;non;;;2.400867131995259;48.84142733223358;48.84142733223358, 2.400867131995259;station aérienne;Station aérienne;station aérienne
IDFM:463112;Bibliothèque François Mitterrand;Métro 14;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.376487371168301;48.829925765928905;48.829925765928905, 2.376487371168301;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:463131;Bobigny Pablo Picasso;Métro 5;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.449301336646573;48.90636679503056;48.906366795030564, 2.4493013366465726;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:22176;Cambronne;Métro 6;station aérienne;station aérienne;;non;;;2.302941728337612;48.84754311219352;48.84754311219352, 2.3029417283376117;station aérienne;Station aérienne;station aérienne
IDFM:463146;Chemin Vert;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.368095085385991;48.85708736782028;48.85708736782028, 2.368095085385991;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:22120;Colonel Fabien;Métro 2;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;Action(s) d'amélioration de la qualité de l'air en cours;;2.370576102819657;48.877695345805535;48.877695345805535, 2.3705761028196575;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
IDFM:463162;Commerce;Métro 8;pollution faible;FAIBLE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.293851708440619;48.84458485524012;48.84458485524012, 2.293851708440619;pollution faible - incertitude forte;Pollution faible;pollution faible
IDFM:22057;Concorde;Métro 12;pollution moyenne;MOYENNE;Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant;non;;;2.323181449571859;48.86615003482594;48.86615003482594, 2.323181449571859;pollution moyenne - incertitude forte;Pollution moyenne;pollution moyenne
